Source,Target,Type,Id,Label,Weight,Color
OrlandoAria,MervinMaldonad0,Directed,8648,,0.5,"#000000"
LuisEladioChac3,ManoloDavilatv,Directed,8651,,1,"#000000"
LuisEladioChac3,DonGochoK,Directed,8652,,1,"#000000"
LuisEladioChac3,liovivas,Directed,8653,,1,"#000000"
LuisEladioChac3,OfTachira,Directed,8654,,2,"#000000"
rob_bas2,MervinMaldonad0,Directed,8655,,0.5,"#000000"
barrysx,MervinMaldonad0,Directed,8657,,0.5,"#000000"
Carolin07402451,MervinMaldonad0,Directed,8659,,0.5,"#000000"
ucs1976,MervinMaldonad0,Directed,8661,,0.5,"#000000"
AngelAlbertoZa7,MervinMaldonad0,Directed,8663,,0.5,"#000000"
Caraballomedra1,MervinMaldonad0,Directed,8665,,0.5,"#000000"
Luisjos76265262,MervinMaldonad0,Directed,8667,,0.5,"#000000"
Joselin64792856,MervinMaldonad0,Directed,8669,,0.5,"#000000"
johnnyperez249,MervinMaldonad0,Directed,8671,,0.5,"#000000"
johnnyperez249,idiomafutve,Directed,8672,,0.5,"#000000"
johnnyperez249,JULIO_COOLL,Directed,8674,,0.5,"#000000"
AnaZV84,zuricht94,Directed,8676,,0.5,"#000000"
misionribaszul1,MervinMaldonad0,Directed,8678,,0.5,"#000000"
Nati_Nat98,MervinMaldonad0,Directed,8680,,0.5,"#000000"
nata_rami1986,MervinMaldonad0,Directed,8682,,0.5,"#000000"
Karolin52618133,MervinMaldonad0,Directed,8684,,0.5,"#000000"
Maryoli05721424,MervinMaldonad0,Directed,8686,,0.5,"#000000"
OdiliaSalazar14,MervinMaldonad0,Directed,8688,,0.5,"#000000"
YuliJavier2,MervinMaldonad0,Directed,8690,,0.5,"#000000"
SomosRMNoticias,MervinMaldonad0,Directed,8692,,0.5,"#000000"
montilla_janny,MervinMaldonad0,Directed,8694,,0.5,"#000000"
mauricioct1,zuricht94,Directed,8696,,0.5,"#000000"
VIJORIMEJR,MervinMaldonad0,Directed,8699,,0.5,"#000000"
LNB_RobertSerra,MervinMaldonad0,Directed,8701,,0.5,"#000000"
CircuitoRibas15,MervinMaldonad0,Directed,8703,,0.5,"#000000"
Gustavo08199850,MervinMaldonad0,Directed,8705,,0.5,"#000000"
MarcanoRalph,MervinMaldonad0,Directed,8707,,0.5,"#000000"
marlonenriquele,DvoRayoZuliano,Directed,8709,,0.5,"#000000"
GomezDsalle,GomezDsalle,Directed,8712,,1,"#000000"
YEBRINSOMR,MervinMaldonad0,Directed,8713,,0.5,"#000000"
chavistomana,MervinMaldonad0,Directed,8715,,0.5,"#000000"
LILIANA04TORRES,MervinMaldonad0,Directed,8717,,0.5,"#000000"
AponteDiznarda,MervinMaldonad0,Directed,8719,,0.5,"#000000"
UgasJenny,MervinMaldonad0,Directed,8721,,0.5,"#000000"
COMUNICACIONA10,MervinMaldonad0,Directed,8723,,0.5,"#000000"
CONDORVINOTINTO,MervinMaldonad0,Directed,8725,,0.5,"#000000"
rafaela14a,MervinMaldonad0,Directed,8728,,0.5,"#000000"
magiscor,MervinMaldonad0,Directed,8730,,0.5,"#000000"
Jesusma26086362,MervinMaldonad0,Directed,8732,,0.5,"#000000"
OlgaMor23046782,MervinMaldonad0,Directed,8734,,0.5,"#000000"
Karelys00779899,MervinMaldonad0,Directed,8736,,0.5,"#000000"
Karelys00779899,asofuttachira,Directed,8737,,0.5,"#000000"
mdferminnalt,MervinMaldonad0,Directed,8739,,0.5,"#000000"
MariaMArtahona,MervinMaldonad0,Directed,8741,,0.5,"#000000"
camilapen11,MervinMaldonad0,Directed,8743,,0.5,"#000000"
catatumbo721,MervinMaldonad0,Directed,8745,,0.5,"#000000"
OlivaresMarimar,MervinMaldonad0,Directed,8749,,0.5,"#000000"
OlivaresMarimar,YVKE_Mundial,Directed,8750,,0.5,"#000000"
Delvalle20091,MervinMaldonad0,Directed,8752,,0.5,"#000000"
Garciac77,MervinMaldonad0,Directed,8754,,0.5,"#000000"
Alez88m,MervinMaldonad0,Directed,8756,,0.5,"#000000"
quin23tero,MervinMaldonad0,Directed,8758,,0.5,"#000000"
quin23tero,noticierovv,Directed,8759,,0.5,"#000000"
rodolfojrodrig5,MervinMaldonad0,Directed,8761,,0.5,"#000000"
NAYANETHFER,MervinMaldonad0,Directed,8763,,0.5,"#000000"
IdennaLara,MervinMaldonad0,Directed,8765,,0.5,"#000000"
AlonsoAkd,MervinMaldonad0,Directed,8767,,0.5,"#000000"
DignaAsuaje1,MervinMaldonad0,Directed,8769,,0.5,"#000000"
JoseRafaelbenc2,MervinMaldonad0,Directed,8771,,0.5,"#000000"
clap12apostole1,MervinMaldonad0,Directed,8773,,0.5,"#000000"
alexis07935702,MervinMaldonad0,Directed,8775,,0.5,"#000000"
ruzdejesus1,MervinMaldonad0,Directed,8777,,0.5,"#000000"
Alejand66650633,delcyrodriguezv,Directed,8779,,0.5,"#000000"
Rosaura78143304,MervinMaldonad0,Directed,8781,,0.5,"#000000"
HpsuvCarlos,MervinMaldonad0,Directed,8783,,0.5,"#000000"
HpsuvCarlos,LigaFUTVE,Directed,8784,,0.5,"#000000"
HpsuvCarlos,avilchezve,Directed,8785,,0.5,"#000000"
eduarcegar38668,MervinMaldonad0,Directed,8787,,0.5,"#000000"
Albanah,MervinMaldonad0,Directed,8789,,0.5,"#000000"
Albanah,MarioSanchezVe,Directed,8790,,0.5,"#000000"
Albanah,klon_perez,Directed,8791,,0.5,"#000000"
viveelgol1,klon_perez,Directed,8794,,1,"#000000"
GallardoMargaS,MervinMaldonad0,Directed,8795,,0.5,"#000000"
PaolaToro2023,MervinMaldonad0,Directed,8797,,0.5,"#000000"
berikmar1,MervinMaldonad0,Directed,8799,,0.5,"#000000"
Rosa98885012,MervinMaldonad0,Directed,8801,,0.5,"#000000"
luisramon2626,MervinMaldonad0,Directed,8803,,0.5,"#000000"
claudia78688,MervinMaldonad0,Directed,8805,,0.5,"#000000"
catire2024,MervinMaldonad0,Directed,8807,,0.5,"#000000"
Rafael67688739,MervinMaldonad0,Directed,8809,,0.5,"#000000"
EduardoMolina67,MervinMaldonad0,Directed,8811,,0.5,"#000000"
reivaj588,MervinMaldonad0,Directed,8814,,1,"#000000"
wadskierphoto,pulidojorge,Directed,8816,,0.5,"#000000"
willmerlaguna,Alitox23,Directed,8821,,1,"#000000"
Gilbert98_art,Lfog2310,Directed,8822,,0.5,"#000000"
Gilbert98_art,chinck79,Directed,8824,,0.5,"#000000"
Gilbert98_art,EdgardoCDL13_HR,Directed,8825,,0.5,"#000000"
Gilbert98_art,zambranoedwin,Directed,8826,,0.5,"#000000"
Gilbert98_art,simonscolta,Directed,8827,,0.5,"#000000"
Gilbert98_art,Lord11_BHR,Directed,8828,,0.5,"#000000"
Gilbert98_art,woriwor81,Directed,8829,,1,"#000000"
Gilbert98_art,Gilbert98_art,Directed,8830,,1,"#000000"
Gilbert98_art,fromanof,Directed,8831,,1,"#000000"
Gilbert98_art,Ronaldastudillo,Directed,8832,,1,"#000000"
Gilbert98_art,SegaBros09,Directed,8833,,1,"#000000"
Gilbert98_art,AlexisCandelas,Directed,8834,,1,"#000000"
Gilbert98_art,11DiegoP,Directed,8835,,1,"#000000"
Gilbert98_art,klon_perez,Directed,8836,,2,"#000000"
Gilbert98_art,EldisMvp,Directed,8837,,2,"#000000"
CARLOSPARRAE,CARLOSPARRAE,Directed,8839,,1,"#000000"
Sutter_SHerrera,cdlamateurs,Directed,8840,,0.5,"#000000"
infoturismouy,dicytmec,Directed,8842,,0.5,"#000000"
AgendalocalU,dicytmec,Directed,8844,,0.5,"#000000"
EduardoRapetti,dicytmec,Directed,8846,,0.5,"#000000"
asofutbolcbo,asofutbolcbo,Directed,8849,,1,"#000000"
ElLibertador492,juanpablovmw,Directed,8851,,1,"#000000"
IBonicelli,dicytmec,Directed,8853,,0.5,"#000000"
RicardoG1988,antonio_ceballo,Directed,8856,,1,"#000000"
hernanj87,Elpulgarin,Directed,8858,,1,"#000000"
jacksonborrero,BochaVinotinto,Directed,8860,,1,"#000000"
jacksonborrero,SeleVinotinto,Directed,8861,,1,"#000000"
FcoJosCastillo1,PeriodicoBalear,Directed,8864,,0.5,"#000000"
ColucciLc,ErikaBovell,Directed,8866,,0.5,"#000000"
dagt_27,foro_todofutbol,Directed,8869,,1,"#000000"
elsamuraidecua,joseangelFCB,Directed,8875,,1,"#000000"
elsamuraidecua,BrayanVen20,Directed,8876,,1,"#000000"
Jgarcia_18,antonio_ceballo,Directed,8880,,1,"#000000"
RxImperator,DonGochoK,Directed,8881,,0.5,"#000000"
RxImperator,Naranjazos10,Directed,8882,,0.5,"#000000"
RxImperator,klon_perez,Directed,8883,,0.5,"#000000"
RxImperator,zuricht94,Directed,8884,,0.5,"#000000"
Federicoostria1,JuampiGallulo,Directed,8887,,1,"#000000"
Mr_fox_feeder,FVF_Arts,Directed,8890,,1,"#000000"
JuanDanielMM,DvoRayoZuliano,Directed,8894,,0.5,"#000000"
SoyFidelPSUV,DvoRayoZuliano,Directed,8896,,0.5,"#000000"
caarli_c,Lfog2310,Directed,8899,,0.5,"#000000"
caarli_c,foro_todofutbol,Directed,8900,,0.5,"#000000"
caarli_c,simonscolta,Directed,8901,,0.5,"#000000"
caarli_c,DeporLara,Directed,8902,,0.5,"#000000"
caarli_c,Lord11_BHR,Directed,8903,,0.5,"#000000"
caarli_c,le8rtiz,Directed,8904,,0.5,"#000000"
caarli_c,klon_perez,Directed,8906,,2,"#000000"
DiegoContre21,masdeportesvene,Directed,8907,,0.5,"#000000"
damianparreno,cdlamateurs,Directed,8911,,0.5,"#000000"
coffetariano,FVBbasketball,Directed,8916,,1,"#000000"
acnodisrosales1,klon_perez,Directed,8918,,1,"#000000"
masisu,pulidojorge,Directed,8920,,1,"#000000"
gunder2009,klon_perez,Directed,8924,,1,"#000000"
rapboy_299,SOLOVENEX_,Directed,8928,,1,"#000000"
rapboy_299,ChauALosEternos,Directed,8929,,1,"#000000"
rapboy_299,FlorencGuti,Directed,8930,,1,"#000000"
LuisTor60374897,jacmx0xr,Directed,8934,,1,"#000000"
marlons34550111,foro_todofutbol,Directed,8935,,0.5,"#000000"
carloslva,klon_perez,Directed,8938,,1,"#000000"
koyidan,foro_todofutbol,Directed,8939,,0.5,"#000000"
daviadri,carlostaracher,Directed,8946,,2,"#000000"
EdwinMoncada,foro_todofutbol,Directed,8947,,0.5,"#000000"
isaacsarabiayan,SantiAce23,Directed,8950,,2,"#000000"
CheoGarciaRadio,foro_todofutbol,Directed,8951,,0.5,"#000000"
Fernieisaac,foro_todofutbol,Directed,8954,,0.5,"#000000"
Fernieisaac,milenagimon,Directed,8956,,1,"#000000"
PolancoEsser,Naranjazos10,Directed,8957,,0.5,"#000000"
AngelQu92934839,foro_todofutbol,Directed,8961,,0.5,"#000000"
Ceroiby11,foro_todofutbol,Directed,8963,,0.5,"#000000"
Ceroiby11,idiomafutve,Directed,8964,,0.5,"#000000"
Ceroiby11,tenordelgol,Directed,8965,,0.5,"#000000"
Ceroiby11,notivinotinto_1,Directed,8966,,0.5,"#000000"
chispazoperez,foro_todofutbol,Directed,8969,,1,"#000000"
VentanaDeporti,foro_todofutbol,Directed,8970,,0.5,"#000000"
Vincenzo_CFC,FVBbasketball,Directed,8973,,1,"#000000"
elvinotinto8,Naranjazos10,Directed,8979,,1,"#000000"
iscarrero,Masalladelgol20,Directed,8980,,0.5,"#000000"
Jpino21,foro_todofutbol,Directed,8988,,0.5,"#000000"
Jpino21,avilchezve,Directed,8990,,0.5,"#000000"
ClideMarchelli,Naranjazos10,Directed,8992,,0.5,"#000000"
angelbonet,FVF_Madrid,Directed,8995,,1,"#000000"
DolgettaAniello,Naranjazos10,Directed,8996,,0.5,"#000000"
tatatattaaaan,Alexand97732602,Directed,8999,,1,"#000000"
buelaemi,AndrsRu73905359,Directed,9002,,1,"#000000"
buelaemi,VicGvl,Directed,9003,,1,"#000000"
MojamadShoya,MarioSanchezVe,Directed,9006,,0.5,"#000000"
MarcaZona,klon_perez,Directed,9008,,0.5,"#000000"
anton_teria,pablobare,Directed,9012,,1,"#000000"
PakiGago,EFF_FVF,Directed,9013,,0.5,"#000000"
YanetteSnchez,Simonovis,Directed,9015,,0.5,"#000000"
antojoso,anegalicia,Directed,9017,,0.5,"#000000"
antojoso,klon_perez,Directed,9018,,0.5,"#000000"
argumentoslobo,FutVe_Goleador,Directed,9020,,0.5,"#000000"
argumentoslobo,eliaslopezvzla,Directed,9021,,0.5,"#000000"
argumentoslobo,MarioSanchezVe,Directed,9022,,0.5,"#000000"
argumentoslobo,idiomafutve,Directed,9023,,0.5,"#000000"
edwardarb08,MarioSanchezVe,Directed,9025,,0.5,"#000000"
edwardarb08,AlfredoCoronis,Directed,9026,,0.5,"#000000"
moraimateran,Naranjazos10,Directed,9028,,0.5,"#000000"
Angel_Sant_,klon_perez,Directed,9030,,0.5,"#000000"
Angel_Sant_,reoccrypto,Directed,9032,,1,"#000000"
HumanidadMadre,zuricht94,Directed,9033,,0.5,"#000000"
MEXLDA,janupi,Directed,9036,,1,"#000000"
JosePla18123446,zuricht94,Directed,9037,,0.5,"#000000"
MigueCasteA,zuricht94,Directed,9040,,0.5,"#000000"
Sevillafjt,klon_perez,Directed,9043,,0.5,"#000000"
Sevillafjt,carlostaracher,Directed,9044,,1,"#000000"
mauriciog723,klon_perez,Directed,9045,,0.5,"#000000"
mauriciog723,pulidojorge,Directed,9047,,1,"#000000"
Teacherenlared,Nelsonelvigia,Directed,9048,,0.5,"#000000"
KikeEnLaWeb,MarioSanchezVe,Directed,9050,,0.5,"#000000"
KikeEnLaWeb,CDominguesP,Directed,9051,,0.5,"#000000"
KikeEnLaWeb,AlfredoCoronis,Directed,9053,,0.5,"#000000"
KikeEnLaWeb,klon_perez,Directed,9054,,0.5,"#000000"
KikeEnLaWeb,EdgardoCDL13_HR,Directed,9055,,0.5,"#000000"
KikeEnLaWeb,marieferro98,Directed,9056,,2,"#000000"
KikeEnLaWeb,Naranjazos10,Directed,9057,,0.5,"#000000"
KikeEnLaWeb,manoloduran1,Directed,9058,,0.5,"#000000"
KikeEnLaWeb,JULIO_COOLL,Directed,9059,,0.5,"#000000"
KikeEnLaWeb,avilchezve,Directed,9060,,0.5,"#000000"
KikeEnLaWeb,gabriel_cfc,Directed,9062,,2,"#000000"
ZDsilva7,pulidojorge,Directed,9065,,1,"#000000"
PaperVzla,RaulZambrano7,Directed,9066,,0.5,"#000000"
willger16,klon_perez,Directed,9068,,0.5,"#000000"
willger16,idiomafutve,Directed,9069,,0.5,"#000000"
willger16,MarioSanchezVe,Directed,9070,,0.5,"#000000"
willger16,EdgardoCDL13_HR,Directed,9071,,0.5,"#000000"
angeldelgado74,MarioSanchezVe,Directed,9073,,0.5,"#000000"
angeldelgado74,KarlVarela,Directed,9074,,0.5,"#000000"
angeldelgado74,CDominguesP,Directed,9076,,2,"#000000"
CarrizoLeydis,noticiaaldia,Directed,9077,,0.5,"#000000"
Gatofutbol,Nelsonelvigia,Directed,9079,,0.5,"#000000"
ManuelPI33,giraltpablo,Directed,9082,,1,"#000000"
anthony01495205,MarioSanchezVe,Directed,9083,,0.5,"#000000"
shagtun1,RichardMendezTV,Directed,9087,,1,"#000000"
shagtun1,cocodrilosbbc,Directed,9088,,1,"#000000"
shagtun1,GerardoBlanco65,Directed,9089,,1,"#000000"
shagtun1,TrapieLLo,Directed,9090,,1,"#000000"
Rod_1985,eliaslopezvzla,Directed,9091,,0.5,"#000000"
Rod_1985,ErasmoProvenza,Directed,9092,,0.5,"#000000"
Rod_1985,marieferro98,Directed,9093,,0.5,"#000000"
Rod_1985,avilchezve,Directed,9094,,0.5,"#000000"
futbolentucasa,MarioSanchezVe,Directed,9096,,0.5,"#000000"
futbolentucasa,klon_perez,Directed,9097,,0.5,"#000000"
pirulo9,tbhsports_,Directed,9099,,0.5,"#000000"
Diazz_44,MarioSanchezVe,Directed,9101,,0.5,"#000000"
Diazz_44,Tomasmbosch,Directed,9102,,0.5,"#000000"
Diazz_44,carlostaracher,Directed,9103,,0.5,"#000000"
Diazz_44,KarlVarela,Directed,9104,,0.5,"#000000"
Diazz_44,GashantiC,Directed,9106,,1,"#000000"
Diazz_44,CDominguesP,Directed,9107,,2,"#000000"
rafapips2,MarioSanchezVe,Directed,9108,,0.5,"#000000"
Caquintero13,eliaslopezvzla,Directed,9110,,0.5,"#000000"
CDominguesP,MarioSanchezVe,Directed,9112,,0.5,"#000000"
CDominguesP,gabriel_cfc,Directed,9114,,2,"#000000"
GersonBlanc0,MarioSanchezVe,Directed,9115,,0.5,"#000000"
GersonBlanc0,ezegunner10,Directed,9117,,1,"#000000"
F_AyalaR,MarioSanchezVe,Directed,9118,,0.5,"#000000"
F_AyalaR,Samcor21,Directed,9120,,1,"#000000"
MeridianoTV,3TIEMPO,Directed,9123,,0.5,"#000000"
MeridianoTV,MeridianoTV,Directed,9124,,1,"#000000"
MarioSanchezVe,JULIO_COOLL,Directed,9126,,0.5,"#000000"
fmendezb10,Futsaltven,Directed,9127,,0.5,"#000000"
fmendezb10,LigaFUTVESala,Directed,9128,,0.5,"#000000"
RaulZambrano7,josegregorioh22,Directed,9131,,1,"#000000"
luciaglori,zuricht94,Directed,9133,,0.5,"#000000"
cjmoralespaoli1,Naranjazos10,Directed,9137,,0.5,"#000000"
hernanduke,plazas_24,Directed,9140,,1,"#000000"
levgonz,milenagimon,Directed,9142,,1,"#000000"
j053vln,SeleVinotinto,Directed,9144,,1,"#000000"
zuricht94,zuricht94,Directed,9145,,0.5,"#000000"
willprada10,FranciscoNewsVe,Directed,9148,,1,"#000000"
DIABLOROJOROJIT,zuricht94,Directed,9149,,0.5,"#000000"
orlandoporras29,VarskySports,Directed,9152,,2,"#000000"
eljoegarrido,FutVe_Goleador,Directed,9153,,0.5,"#000000"
EnsaDeportiva,Naranjazos10,Directed,9156,,0.5,"#000000"
EnsaDeportiva,klon_perez,Directed,9157,,0.5,"#000000"
pedrito_ar71,Naranjazos10,Directed,9160,,1,"#000000"
elderhernandez,pulidojorge,Directed,9163,,1,"#000000"
_Carlosf20,besoccer_ES,Directed,9165,,2,"#000000"
Emilator93,Levyninho,Directed,9167,,2,"#000000"
luisegh030272,Naranjazos10,Directed,9168,,0.5,"#000000"
Rchrdblanc,RichardMendezTV,Directed,9170,,0.5,"#000000"
JaimeRicardoG,FCasalUy,Directed,9173,,1,"#000000"
JaimeRicardoG,andress_yepezz,Directed,9174,,2,"#000000"
OtakuEnLaBaralt,RichardMendezTV,Directed,9175,,0.5,"#000000"
joseph13cfc,igarcia100,Directed,9178,,1,"#000000"
asturfutbol,asturfutbol,Directed,9180,,1,"#000000"
Personanonimac,EFF_FVF,Directed,9182,,1,"#000000"
Susana89400281,fedfutnavarra,Directed,9184,,2,"#000000"
igaztelubilbao,EFF_FVF,Directed,9186,,0.5,"#000000"
valenhb_,UgmangoO,Directed,9189,,1,"#000000"
alejandroviva74,RichardMendezTV,Directed,9190,,0.5,"#000000"
JesusCardenas90,FutVe_Goleador,Directed,9192,,0.5,"#000000"
JesusCardenas90,RichardMendezTV,Directed,9193,,0.5,"#000000"
JesusCardenas90,Ladamadelfutbol,Directed,9195,,0.5,"#000000"
ufsusansolo,EFF_FVF,Directed,9198,,0.5,"#000000"
tomasterang,RichardMendezTV,Directed,9201,,1,"#000000"
Nicolet02822408,fedfutnavarra,Directed,9202,,2,"#000000"
theescalona,RichardMendezTV,Directed,9204,,0.5,"#000000"
theescalona,DonGochoK,Directed,9205,,0.5,"#000000"
pablomoreno21,pulidojorge,Directed,9208,,1,"#000000"
Fumarola71,Fumarola71,Directed,9210,,1,"#000000"
PedroBordones,RichardMendezTV,Directed,9211,,0.5,"#000000"
PedroBordones,Naranjazos10,Directed,9212,,0.5,"#000000"
PedroBordones,carlostaracher,Directed,9213,,0.5,"#000000"
elpeps3,RichardMendezTV,Directed,9215,,0.5,"#000000"
chacalburiel,mjdavilas,Directed,9218,,1,"#000000"
Johanjleon,RichardMendezTV,Directed,9219,,0.5,"#000000"
amejias11,igarcia100,Directed,9222,,1,"#000000"
djcb0000,RichardMendezTV,Directed,9223,,0.5,"#000000"
djcb0000,klon_perez,Directed,9224,,0.5,"#000000"
kans03,FutVe_Goleador,Directed,9227,,0.5,"#000000"
kans03,SOLOVENEX_,Directed,9228,,0.5,"#000000"
Rayguns_,Naranjazos10,Directed,9231,,1,"#000000"
Engelberthhhhh,pulidojorge,Directed,9233,,1,"#000000"
Engelberthhhhh,Naranjazos10,Directed,9234,,2,"#000000"
DanielMonceratt,RichardMendezTV,Directed,9235,,0.5,"#000000"
andresalejsg,RichardMendezTV,Directed,9237,,0.5,"#000000"
lirikaRC,RichardMendezTV,Directed,9239,,0.5,"#000000"
lirikaRC,ErasmoProvenza,Directed,9240,,0.5,"#000000"
lirikaRC,klon_perez,Directed,9241,,0.5,"#000000"
GUSTALONECHE,RichardMendezTV,Directed,9243,,0.5,"#000000"
ErickSanchez43,RichardMendezTV,Directed,9245,,0.5,"#000000"
Rottweilerig,RichardMendezTV,Directed,9247,,0.5,"#000000"
l_italiano83,SOLOVENEX_,Directed,9250,,0.5,"#000000"
l_italiano83,klon_perez,Directed,9251,,0.5,"#000000"
l_italiano83,RichardMendezTV,Directed,9252,,2,"#000000"
pedrogranados1,RichardMendezTV,Directed,9253,,0.5,"#000000"
optimismo200pc,RichardMendezTV,Directed,9255,,0.5,"#000000"
eduardoevc,RichardMendezTV,Directed,9257,,0.5,"#000000"
eduardoevc,Naranjazos10,Directed,9258,,0.5,"#000000"
Jesusemarcano,zuricht94,Directed,9263,,0.5,"#000000"
alcidesr91,Caracas_FC,Directed,9266,,0.5,"#000000"
alcidesr91,igarcia100,Directed,9267,,1,"#000000"
alcidesr91,eligedde69,Directed,9268,,1,"#000000"
alcidesr91,AlfredoCoronis,Directed,9269,,1,"#000000"
jesusma45974564,delcyrodriguezv,Directed,9270,,0.5,"#000000"
garciarubeUtd,klon_perez,Directed,9273,,1,"#000000"
garciarubeUtd,aurine77,Directed,9274,,1,"#000000"
rafa03032009,3TIEMPO,Directed,9276,,1,"#000000"
Abogada_gf,idiomafutve,Directed,9277,,0.5,"#000000"
EduardM64138290,delcyrodriguezv,Directed,9279,,0.5,"#000000"
loretoOs,idiomafutve,Directed,9281,,0.5,"#000000"
loretoOs,MarioSanchezVe,Directed,9282,,0.5,"#000000"
robertosuarezq,giraltpablo,Directed,9285,,2,"#000000"
robertosuarezq,klon_perez,Directed,9286,,2,"#000000"
carlos_pena1,Naranjazos10,Directed,9288,,1,"#000000"
carlos_pena1,DarvinsonRojas,Directed,9289,,1,"#000000"
carol24mendoza,delcyrodriguezv,Directed,9291,,0.5,"#000000"
zarlengo45,idiomafutve,Directed,9293,,0.5,"#000000"
zarlengo45,vitomartinez_,Directed,9294,,0.5,"#000000"
jeanmelendezf,pulidojorge,Directed,9297,,1,"#000000"
Emilioabel,fedfutnavarra,Directed,9298,,2,"#000000"
daniela06147293,delcyrodriguezv,Directed,9300,,0.5,"#000000"
marilis_marin,noticierovv,Directed,9302,,0.5,"#000000"
Ninfa43564071,luis202355,Directed,9304,,0.5,"#000000"
FRANKLI99619567,Luis_MontillaG,Directed,9306,,0.5,"#000000"
RDarioCampos,Tomapapa,Directed,9309,,1,"#000000"
LeonOrt01,Naranjazos10,Directed,9310,,0.5,"#000000"
marileyxa3,fedfutnavarra,Directed,9313,,2,"#000000"
GaborChacon,jonahquizz,Directed,9316,,1,"#000000"
JairoCadenasM,Luis_MontillaG,Directed,9318,,0.5,"#000000"
enyel74_,yan_box,Directed,9321,,0.5,"#000000"
Alejandrowilm,MDicnAlvaroLuis,Directed,9324,,2,"#000000"
29Antoniozamora,Alejandroloompz,Directed,9328,,1,"#000000"
sthormesadrian1,luis202355,Directed,9329,,0.5,"#000000"
pablobare,iribertegui,Directed,9332,,1,"#000000"
pablobare,Roke92_,Directed,9333,,1,"#000000"
pablobare,ElJovenNeilJov1,Directed,9334,,1,"#000000"
pablobare,bohrcv,Directed,9335,,1,"#000000"
pablobare,RSSTAR8,Directed,9336,,1,"#000000"
pablobare,mikelarer,Directed,9337,,1,"#000000"
pablobare,KingBida_,Directed,9338,,1,"#000000"
pablobare,Gutiiiii_23,Directed,9339,,1,"#000000"
pablobare,pablobare,Directed,9340,,2,"#000000"
xeneizesdv,xeneizesdv,Directed,9341,,0.5,"#000000"
xeneizesdv,BocaJrsOficial,Directed,9343,,2,"#000000"
gilbertosalinas,xeneizesdv,Directed,9344,,0.5,"#000000"
gilbertosalinas,BocaJrsOficial,Directed,9346,,2,"#000000"
j0seram0nG,Mariellangsaez,Directed,9349,,2,"#000000"
hipicosenlinea,idiomafutve,Directed,9350,,0.5,"#000000"
mayerlinfarias4,luis202355,Directed,9352,,0.5,"#000000"
mayerlinfarias4,cor202355,Directed,9353,,0.5,"#000000"
Hannah26095471,luis202355,Directed,9356,,0.5,"#000000"
Carlosgil007,Darwin3030,Directed,9359,,1,"#000000"
icasague,IgnacioABP,Directed,9362,,1,"#000000"
sebasti90518679,aracelis20231,Directed,9363,,0.5,"#000000"
Ariainy2,aracelis20231,Directed,9365,,0.5,"#000000"
vagranadillof,Darwin3030,Directed,9368,,1,"#000000"
HIPICATOTAL_USA,idiomafutve,Directed,9370,,0.5,"#000000"
enriquefebres,PaezDt,Directed,9373,,2,"#000000"
marcosvalex,Naranjazos10,Directed,9374,,0.5,"#000000"
marcosvalex,klon_perez,Directed,9375,,0.5,"#000000"
DJGS11,idiomafutve,Directed,9377,,0.5,"#000000"
lozanojacome,SOLOVENEX_,Directed,9379,,0.5,"#000000"
VicenteP_USA,Naranjazos10,Directed,9381,,0.5,"#000000"
AbelDavidR,stevenarce,Directed,9387,,1,"#000000"
Victori70279163,cor202355,Directed,9388,,0.5,"#000000"
iunemiliomas1,CarlosRafa07,Directed,9394,,1,"#000000"
jupiterxc,noticierovv,Directed,9395,,0.5,"#000000"
Daniela22754291,noticierovv,Directed,9398,,0.5,"#000000"
Giovann03310009,noticierovv,Directed,9400,,0.5,"#000000"
Giovann03310009,noticiaaldia,Directed,9401,,0.5,"#000000"
FEAFV,BarakaldoCF,Directed,9404,,1,"#000000"
iribertegui,pablobare,Directed,9408,,1,"#000000"
delvallear43589,cor202355,Directed,9409,,0.5,"#000000"
men39346855,cor202355,Directed,9411,,0.5,"#000000"
jorgelcamacho,idiomafutve,Directed,9415,,1,"#000000"
Guille21105286,cor202355,Directed,9416,,0.5,"#000000"
OROPEZAPATRIA,cor202355,Directed,9418,,0.5,"#000000"
dall1798,cor202355,Directed,9420,,0.5,"#000000"
Yajaira75970111,noticierovv,Directed,9422,,0.5,"#000000"
pduque83,nookier,Directed,9424,,0.5,"#000000"
Leonard85129976,pulidojorge,Directed,9426,,0.5,"#000000"
elitalvarez,MinerosGuayana,Directed,9428,,0.5,"#000000"
brujasm20,noticierovv,Directed,9430,,0.5,"#000000"
luispremium2,zuricht94,Directed,9432,,0.5,"#000000"
IxarieryGodoyV,zuricht94,Directed,9434,,0.5,"#000000"
MarcGinaleEbrio,Caracas_FC,Directed,9436,,0.5,"#000000"
Eukenia,foro_todofutbol,Directed,9439,,0.5,"#000000"
Esthefa85265290,noticierovv,Directed,9442,,0.5,"#000000"
Eduardo79590306,Teledeportes_10,Directed,9446,,1,"#000000"
Eduardo79590306,LaDivinaDiva,Directed,9447,,1,"#000000"
Alexdavid92,idiomafutve,Directed,9448,,0.5,"#000000"
torreflaca,pulidojorge,Directed,9450,,0.5,"#000000"
thekingcame80,Naranjazos10,Directed,9452,,0.5,"#000000"
MayraQu94910480,noticierovv,Directed,9454,,0.5,"#000000"
katych_22,JosmelGarcia,Directed,9457,,2,"#000000"
