Source,Target,Type,Id,Label,Weight,Color
catia_1987,VTVcanal8,Directed,596,,0.5,"#000000"
catia_1987,GobMonagas_,Directed,597,,0.5,"#000000"
_Andres7498,MoralesGabriel_,Directed,599,,2,"#000000"
JeraldJ93,CaracasFC1967,Directed,601,,0.5,"#000000"
EnriqueEdi34440,SOLOVENEX_,Directed,603,,0.5,"#000000"
Gochito15,SOLOVENEX_,Directed,607,,1,"#000000"
camaroons,FVBbasketball,Directed,610,,1,"#000000"
Contratoslic,CaracasFC1967,Directed,612,,1,"#000000"
Contratoslic,pulidojorge,Directed,613,,1,"#000000"
Contratoslic,pdserrano,Directed,614,,2,"#000000"
danielmonterof,SOLOVENEX_,Directed,615,,0.5,"#000000"
karen35905745,VTVcanal8,Directed,617,,0.5,"#000000"
Ibrahimherrera,SOLOVENEX_,Directed,619,,0.5,"#000000"
JoseRGL2611,SOLOVENEX_,Directed,621,,0.5,"#000000"
SOLOVENEX_,SOLOVENEX_,Directed,624,,0.5,"#000000"
la_flacagledys,VTVcanal8,Directed,625,,0.5,"#000000"
CaracasFC1967,FCasalUy,Directed,629,,0.5,"#000000"
CaracasFC1967,klon_perez,Directed,630,,1,"#000000"
CaracasFC1967,LaVerdadGranate,Directed,631,,1,"#000000"
CaracasFC1967,pabloandrade32m,Directed,632,,2,"#000000"
nookier,MoralesGabriel_,Directed,633,,2,"#000000"
nookier,JULIO_COOLL,Directed,635,,0.5,"#000000"
nookier,avilchezve,Directed,636,,0.5,"#000000"
nookier,nookier,Directed,637,,1,"#000000"
Carlitosjf,klon_perez,Directed,639,,1,"#000000"
VelasquezYulima,deportevinotint,Directed,641,,0.5,"#000000"
VelasquezYulima,SOLOVENEX_,Directed,642,,0.5,"#000000"
AlexanderEnsli,RichardMendezTV,Directed,646,,1,"#000000"
AlexanderEnsli,ErasmoProvenza,Directed,647,,0.5,"#000000"
AlexanderEnsli,andress_yepezz,Directed,648,,1,"#000000"
AlexanderEnsli,Tomasmbosch,Directed,649,,1,"#000000"
AlexanderEnsli,SoyFidelPSUV,Directed,650,,1,"#000000"
AlexanderEnsli,pulidojorge,Directed,651,,1,"#000000"
AlexanderEnsli,LeoCarrasquero,Directed,652,,2,"#000000"
Carlos90611149,VTVcanal8,Directed,653,,0.5,"#000000"
_josvic,klon_perez,Directed,656,,1,"#000000"
_josvic,marieferro98,Directed,657,,1,"#000000"
Marafuente11,VTVcanal8,Directed,658,,0.5,"#000000"
FCalienteRadio,FabricaEMFC,Directed,661,,1,"#000000"
TochePiojo,MoralesGabriel_,Directed,662,,2,"#000000"
ChavezVive754,VTVcanal8,Directed,665,,0.5,"#000000"
ChavezVive754,ApureHumana,Directed,666,,0.5,"#000000"
richardgamboa,VTVcanal8,Directed,670,,0.5,"#000000"
Pablosativax1,VTVcanal8,Directed,672,,0.5,"#000000"
guillermoo7030,VTVcanal8,Directed,674,,0.5,"#000000"
Venezuelaboni16,VTVcanal8,Directed,676,,0.5,"#000000"
salcedo_2810,HA3010,Directed,678,,0.5,"#000000"
salcedo_2810,pulidojorge,Directed,679,,0.5,"#000000"
salcedo_2810,salcedo_2810,Directed,681,,2,"#000000"
Elizasa85031596,VTVcanal8,Directed,682,,0.5,"#000000"
Nebraldo2,VTVcanal8,Directed,684,,0.5,"#000000"
Pedrola51624238,nuevodiaenlinea,Directed,686,,0.5,"#000000"
wismerM,klon_perez,Directed,689,,0.5,"#000000"
wismerM,Naranjazos10,Directed,690,,0.5,"#000000"
keylabreto,VTVcanal8,Directed,691,,0.5,"#000000"
gaboaurine,MoralesGabriel_,Directed,693,,2,"#000000"
gaboaurine,danibrizuelaof,Directed,695,,1,"#000000"
gaboaurine,carlostaracher,Directed,696,,1,"#000000"
gaboaurine,suendlc,Directed,697,,1,"#000000"
ChamolocoLdr,AlfredoCoronis,Directed,699,,0.5,"#000000"
ChamolocoLdr,Caracas_FC,Directed,700,,0.5,"#000000"
ChamolocoLdr,ErasmoProvenza,Directed,701,,0.5,"#000000"
ChamolocoLdr,ChamolocoLdr,Directed,703,,1,"#000000"
JesusCo2996,MoralesGabriel_,Directed,704,,2,"#000000"
JesusCo2996,SportsVZLA2,Directed,705,,0.5,"#000000"
JesusCo2996,Naranjazos10,Directed,706,,2,"#000000"
JesusCo2996,Monagas_SC,Directed,707,,0.5,"#000000"
JesusCo2996,carlostaracher,Directed,708,,0.5,"#000000"
JesusCo2996,conexgoleadora,Directed,709,,0.5,"#000000"
JesusCo2996,FutVe_Goleador,Directed,710,,0.5,"#000000"
JesusCo2996,idiomafutve,Directed,711,,0.5,"#000000"
JesusCo2996,klon_perez,Directed,713,,0.5,"#000000"
JoseMa726,nuevodiaenlinea,Directed,715,,0.5,"#000000"
JoseMa726,nti_radio,Directed,716,,0.5,"#000000"
JoseD_LCRN,MoralesGabriel_,Directed,720,,2,"#000000"
JoseD_LCRN,UrdanetaKev,Directed,721,,0.5,"#000000"
JoseD_LCRN,11DiegoP,Directed,722,,0.5,"#000000"
JoseD_LCRN,SinFaltapy,Directed,723,,0.5,"#000000"
JoseD_LCRN,MarioSanchezVe,Directed,725,,0.5,"#000000"
JoseD_LCRN,juanbperez,Directed,727,,0.5,"#000000"
JoseD_LCRN,JULIO_COOLL,Directed,728,,0.5,"#000000"
JoseD_LCRN,pulidojorge,Directed,729,,2,"#000000"
JoseD_LCRN,aleGabriel17,Directed,730,,2,"#000000"
keiyer4,VTVcanal8,Directed,731,,0.5,"#000000"
grecia21211,VTVcanal8,Directed,733,,0.5,"#000000"
MaderaYimber,VTVcanal8,Directed,735,,0.5,"#000000"
marilynbreto,VTVcanal8,Directed,737,,0.5,"#000000"
Olga42704679,VTVcanal8,Directed,739,,0.5,"#000000"
Olgaa7031,VTVcanal8,Directed,742,,0.5,"#000000"
HenryARangel,MoralesGabriel_,Directed,745,,2,"#000000"
DESICARI,lfperez538,Directed,748,,1,"#000000"
love85750804,VTVcanal8,Directed,751,,0.5,"#000000"
MoralesGabriel_,MoralesGabriel_,Directed,754,,2,"#000000"
MoralesGabriel_,LigaFUTVE,Directed,755,,2,"#000000"
lfperez538,DESICARI,Directed,757,,1,"#000000"
lfperez538,antonio_ceballo,Directed,758,,1,"#000000"
Elmagodelfrio,VTVcanal8,Directed,759,,0.5,"#000000"
Obdulia35189285,VTVcanal8,Directed,761,,0.5,"#000000"
Juangom31020368,VTVcanal8,Directed,763,,0.5,"#000000"
vasque83,SOLOVENEX_,Directed,766,,1,"#000000"
vasque83,vasque83,Directed,767,,1,"#000000"
vasque83,klon_perez,Directed,768,,1,"#000000"
PabloAlvaradoo,DESICARI,Directed,769,,0.5,"#000000"
silver06256425,VTVcanal8,Directed,771,,0.5,"#000000"
Miguel93401821,VTVcanal8,Directed,773,,0.5,"#000000"
YoSoyJAIG,VTVcanal8,Directed,775,,0.5,"#000000"
adrianm_20,DESICARI,Directed,777,,0.5,"#000000"
IvanRojasY,diarioas,Directed,781,,2,"#000000"
josesan59356560,VTVcanal8,Directed,782,,0.5,"#000000"
josesan59356560,kingdeportes_ve,Directed,783,,0.5,"#000000"
josesan59356560,GobMonagas_,Directed,784,,0.5,"#000000"
josesan59356560,OswaldoVivenes,Directed,785,,0.5,"#000000"
JuanCar7036,VTVcanal8,Directed,788,,0.5,"#000000"
bertiz_rafael,VTVcanal8,Directed,790,,0.5,"#000000"
Leocaribean,MarioSanchezVe,Directed,793,,0.5,"#000000"
Leocaribean,carlostaracher,Directed,794,,1,"#000000"
mbellog,klon_perez,Directed,798,,0.5,"#000000"
mbellog,AlfredoCoronis,Directed,799,,0.5,"#000000"
mbellog,foro_todofutbol,Directed,801,,2,"#000000"
dosisdepor710,CONMEBOL,Directed,805,,2,"#000000"
LuisMed86143055,klon_perez,Directed,809,,2,"#000000"
LuisMed86143055,carlostaracher,Directed,810,,2,"#000000"
LuisMed86143055,conexgoleadora,Directed,811,,2,"#000000"
LuisMed86143055,CDominguesP,Directed,812,,2,"#000000"
LuisMed86143055,Naranjazos10,Directed,813,,2,"#000000"
LuisMed86143055,chacalburiel,Directed,814,,1,"#000000"
LuisMed86143055,josuedporras,Directed,815,,1,"#000000"
LuisMed86143055,LuisMed86143055,Directed,816,,1,"#000000"
LuisMed86143055,JohnnyDiaz132,Directed,817,,1,"#000000"
LuisMed86143055,Moizesariostos,Directed,818,,1,"#000000"
LuisMed86143055,elestimulo,Directed,819,,1,"#000000"
LuisMed86143055,jesuslopez23,Directed,820,,2,"#000000"
LuisMed86143055,andress_yepezz,Directed,821,,2,"#000000"
LuisMed86143055,11vinotinto11,Directed,822,,2,"#000000"
LuisMed86143055,SOLOVENEX_,Directed,823,,2,"#000000"
LuisMed86143055,JZambranoR,Directed,824,,2,"#000000"
LuisMed86143055,gregarces,Directed,825,,2,"#000000"
LuisMed86143055,SeleVinotinto,Directed,826,,2,"#000000"
LuisMed86143055,foro_todofutbol,Directed,827,,2,"#000000"
LuisMed86143055,yakipues,Directed,828,,2,"#000000"
LuisMed86143055,AlfredoCoronis,Directed,829,,2,"#000000"
LuisMed86143055,dasilvafutsal,Directed,830,,2,"#000000"
LuisMed86143055,JeanFutve,Directed,831,,2,"#000000"
LuisMed86143055,notivinotinto_1,Directed,832,,2,"#000000"
LuisMed86143055,pulidojorge,Directed,833,,2,"#000000"
Luci2502377068,VTVcanal8,Directed,834,,0.5,"#000000"
Luci2502377068,RincnCuriosoo,Directed,835,,0.5,"#000000"
belkis25450547,VTVcanal8,Directed,837,,0.5,"#000000"
antonio_ceballo,DESICARI,Directed,839,,0.5,"#000000"
antonio_ceballo,Monagas_SC,Directed,840,,0.5,"#000000"
antonio_ceballo,GranatesdelEste,Directed,842,,0.5,"#000000"
antonio_ceballo,joseanto_15FRN,Directed,843,,0.5,"#000000"
antonio_ceballo,jeksosa,Directed,844,,0.5,"#000000"
antonio_ceballo,ManoloDavilatv,Directed,845,,0.5,"#000000"
antonio_ceballo,JoseD_LCRN,Directed,846,,0.5,"#000000"
antonio_ceballo,klon_perez,Directed,847,,1,"#000000"
antonio_ceballo,lfperez538,Directed,848,,1,"#000000"
antonio_ceballo,idiomafutve,Directed,849,,1,"#000000"
antonio_ceballo,pulidojorge,Directed,850,,1,"#000000"
antonio_ceballo,eliaslopezvzla,Directed,851,,1,"#000000"
antonio_ceballo,jonatha98354078,Directed,852,,1,"#000000"
antonio_ceballo,Futboolyalgomas,Directed,853,,1,"#000000"
antonio_ceballo,Granadictos24,Directed,854,,2,"#000000"
antonio_ceballo,marieferro98,Directed,855,,2,"#000000"
antonio_ceballo,TACTICORODRI,Directed,856,,2,"#000000"
AponteKent,DESICARI,Directed,857,,0.5,"#000000"
AponteKent,abcesnoticias,Directed,858,,0.5,"#000000"
AponteKent,asofutbolcbo,Directed,859,,0.5,"#000000"
AponteKent,rincongranate24,Directed,860,,0.5,"#000000"
AponteKent,AponteKent,Directed,862,,1,"#000000"
TeAmoVenezuel20,VTVcanal8,Directed,863,,0.5,"#000000"
TeAmoVenezuel20,ApureHumana,Directed,864,,0.5,"#000000"
meetandpotatoes,klon_perez,Directed,867,,0.5,"#000000"
meetandpotatoes,nidyoe14,Directed,868,,2,"#000000"
meetandpotatoes,avilchezve,Directed,869,,2,"#000000"
nornieto08,VTVcanal8,Directed,871,,0.5,"#000000"
Carlospdiaz1990,josezambrano01,Directed,873,,0.5,"#000000"
Carlospdiaz1990,Willy_G_8,Directed,874,,0.5,"#000000"
Carlospdiaz1990,ManoloDavilatv,Directed,876,,0.5,"#000000"
Carlospdiaz1990,pulidojorge,Directed,877,,0.5,"#000000"
Carlospdiaz1990,LuisMed86143055,Directed,878,,0.5,"#000000"
Carlospdiaz1990,SegaBros09,Directed,879,,0.5,"#000000"
Carlospdiaz1990,superfrank1976,Directed,880,,1,"#000000"
Carlospdiaz1990,LaPeloticca,Directed,881,,1,"#000000"
Carlospdiaz1990,JeanFutve,Directed,882,,2,"#000000"
hernanmr,SeleVinotinto,Directed,884,,2,"#000000"
Alejandro842128,VTVcanal8,Directed,885,,0.5,"#000000"
edwguerr2,VTVcanal8,Directed,887,,0.5,"#000000"
josezambrano01,josezambrano01,Directed,890,,1,"#000000"
jehova1212,VTVcanal8,Directed,892,,0.5,"#000000"
davidjose_1998,VTVcanal8,Directed,895,,0.5,"#000000"
Daniela41281595,VTVcanal8,Directed,897,,0.5,"#000000"
Juanam2022,VTVcanal8,Directed,901,,0.5,"#000000"
doris23959975,VTVcanal8,Directed,903,,0.5,"#000000"
lourdes08530671,VTVcanal8,Directed,905,,0.5,"#000000"
albacarre11,VTVcanal8,Directed,907,,0.5,"#000000"
Rico19401,VTVcanal8,Directed,909,,0.5,"#000000"
joscarjmillanc,VTVcanal8,Directed,911,,0.5,"#000000"
rosamar70429550,VTVcanal8,Directed,913,,0.5,"#000000"
perezajos59,VTVcanal8,Directed,915,,0.5,"#000000"
Anthony50493189,VTVcanal8,Directed,917,,0.5,"#000000"
Anthony50493189,MervinMaldonad0,Directed,919,,0.5,"#000000"
Elianamcd90,VTVcanal8,Directed,921,,0.5,"#000000"
Dagober19393765,VTVcanal8,Directed,923,,0.5,"#000000"
eljavi2023,VTVcanal8,Directed,925,,0.5,"#000000"
dios282,VTVcanal8,Directed,927,,0.5,"#000000"
elihs92115918,VTVcanal8,Directed,929,,0.5,"#000000"
Vanessa__0010,VTVcanal8,Directed,931,,0.5,"#000000"
ErnestVeliz,ErnestVeliz,Directed,935,,1,"#000000"
GurierrezRudy,VTVcanal8,Directed,936,,0.5,"#000000"
maribicv,Jateranoficial,Directed,939,,1,"#000000"
dixonguzman5,VTVcanal8,Directed,940,,0.5,"#000000"
OlgaPetres,VTVcanal8,Directed,942,,0.5,"#000000"
Elena24643680,VTVcanal8,Directed,944,,0.5,"#000000"
oscarlinares22,jandresgimenez,Directed,947,,0.5,"#000000"
oscarlinares22,AsoTruFutbol,Directed,948,,0.5,"#000000"
oscarlinares22,Tomapapa,Directed,950,,2,"#000000"
Veronic98806797,VTVcanal8,Directed,951,,0.5,"#000000"
anamari88766452,VTVcanal8,Directed,953,,0.5,"#000000"
twitero2023,VTVcanal8,Directed,955,,0.5,"#000000"
Monayera13,VTVcanal8,Directed,957,,0.5,"#000000"
cesarmillanc,VTVcanal8,Directed,959,,0.5,"#000000"
AlexAlexTwi,Tomapapa,Directed,962,,0.5,"#000000"
AlexAlexTwi,foro_todofutbol,Directed,963,,0.5,"#000000"
AlexAlexTwi,klon_perez,Directed,965,,0.5,"#000000"
AlexAlexTwi,MarioSanchezVe,Directed,966,,0.5,"#000000"
AlexAlexTwi,rincongranate24,Directed,967,,0.5,"#000000"
AlexAlexTwi,Naranjazos10,Directed,968,,1,"#000000"
AlexAlexTwi,FutVenEnNumeros,Directed,970,,2,"#000000"
AlexAlexTwi,giraltpablo,Directed,971,,2,"#000000"
AlexAlexTwi,AustinFC_PR,Directed,972,,2,"#000000"
AlexAlexTwi,AtaqueFutbolero,Directed,973,,2,"#000000"
Isabel45715719,VTVcanal8,Directed,974,,0.5,"#000000"
CoromotoQuerei2,VTVcanal8,Directed,976,,0.5,"#000000"
CoromotoQuerei2,4F_Mamba,Directed,977,,0.5,"#000000"
Eduardo00767834,VTVcanal8,Directed,979,,0.5,"#000000"
Eduardo00767834,MervinMaldonad0,Directed,980,,0.5,"#000000"
negri_19,jandresgimenez,Directed,985,,1,"#000000"
WillianMarquett,VTVcanal8,Directed,986,,0.5,"#000000"
perez27151,VTVcanal8,Directed,990,,0.5,"#000000"
CarmenYoliber,VTVcanal8,Directed,992,,0.5,"#000000"
VariedadesShar1,FutVe_Goleador,Directed,994,,0.5,"#000000"
VariedadesShar1,VariedadesShar1,Directed,995,,0.5,"#000000"
VariedadesShar1,JuanHenao1901,Directed,997,,0.5,"#000000"
VariedadesShar1,Mabastidas,Directed,998,,0.5,"#000000"
VariedadesShar1,SinFaltapy,Directed,999,,0.5,"#000000"
VariedadesShar1,SegaBros09,Directed,1000,,0.5,"#000000"
VariedadesShar1,jcfernandesc,Directed,1001,,0.5,"#000000"
FichajeGoleador,FutVe_Goleador,Directed,1002,,0.5,"#000000"
sus32674,VTVcanal8,Directed,1004,,0.5,"#000000"
AiskelMonsalve,VTVcanal8,Directed,1006,,0.5,"#000000"
JavierRosillo,pulidojorge,Directed,1009,,1,"#000000"
elgabo1996,VTVcanal8,Directed,1010,,0.5,"#000000"
apoloni72343577,VTVcanal8,Directed,1012,,0.5,"#000000"
eliasamor78,VTVcanal8,Directed,1014,,0.5,"#000000"
frany19961,VTVcanal8,Directed,1016,,0.5,"#000000"
aurelys2630,VTVcanal8,Directed,1018,,0.5,"#000000"
patria3031,VTVcanal8,Directed,1020,,0.5,"#000000"
QuierpaSantiago,VTVcanal8,Directed,1022,,0.5,"#000000"
Manuel29212018,VTVcanal8,Directed,1024,,0.5,"#000000"
caridad263,VTVcanal8,Directed,1026,,0.5,"#000000"
Yolimar40993672,VTVcanal8,Directed,1028,,0.5,"#000000"
MSVSocial,VTVcanal8,Directed,1030,,0.5,"#000000"
panagreen,VTVcanal8,Directed,1032,,0.5,"#000000"
rosa19407248,VTVcanal8,Directed,1034,,0.5,"#000000"
Robensojarajome,VTVcanal8,Directed,1036,,0.5,"#000000"
Diegoma77710467,VTVcanal8,Directed,1038,,0.5,"#000000"
mbara629,amarcanopsuv,Directed,1040,,0.5,"#000000"
mbara629,MervinMaldonad0,Directed,1041,,0.5,"#000000"
jasiel01299898,VTVcanal8,Directed,1043,,0.5,"#000000"
mairelyn777,VTVcanal8,Directed,1045,,0.5,"#000000"
UmbertoDeCegli1,VTVcanal8,Directed,1047,,0.5,"#000000"
yosoy_elelegido,VTVcanal8,Directed,1049,,0.5,"#000000"
lairis2023,VTVcanal8,Directed,1051,,0.5,"#000000"
DilioFerrer,VTVcanal8,Directed,1053,,0.5,"#000000"
martinez61dfffg,VTVcanal8,Directed,1055,,0.5,"#000000"
martinez61dfffg,Chavista0101,Directed,1056,,0.5,"#000000"
carmeng130994,VTVcanal8,Directed,1058,,0.5,"#000000"
leonard07127544,VTVcanal8,Directed,1060,,0.5,"#000000"
LuisDigitalTV,VTVcanal8,Directed,1062,,0.5,"#000000"
meryjane38,VTVcanal8,Directed,1064,,0.5,"#000000"
carlosjimaz89,VTVcanal8,Directed,1066,,0.5,"#000000"
Reymaris121,VTVcanal8,Directed,1068,,0.5,"#000000"
BermaraLista,VTVcanal8,Directed,1070,,0.5,"#000000"
Dr_OlivaresP,VTVcanal8,Directed,1072,,0.5,"#000000"
RIGOBER87209758,VTVcanal8,Directed,1074,,0.5,"#000000"
caraquista80,VTVcanal8,Directed,1076,,0.5,"#000000"
perlareyes4664,VTVcanal8,Directed,1078,,0.5,"#000000"
wuilmen39424628,VTVcanal8,Directed,1080,,0.5,"#000000"
SilviaF50548878,VTVcanal8,Directed,1082,,0.5,"#000000"
JoseFer24027367,VTVcanal8,Directed,1084,,0.5,"#000000"
jiquito1,VTVcanal8,Directed,1086,,0.5,"#000000"
joseced93203351,VTVcanal8,Directed,1088,,0.5,"#000000"
Ruben3350512,VTVcanal8,Directed,1090,,0.5,"#000000"
francofire04,VTVcanal8,Directed,1092,,0.5,"#000000"
cristin18641176,VTVcanal8,Directed,1094,,0.5,"#000000"
drondon653,VTVcanal8,Directed,1096,,0.5,"#000000"
rismary45462538,VTVcanal8,Directed,1098,,0.5,"#000000"
GonzalezEdelwis,VTVcanal8,Directed,1100,,0.5,"#000000"
YaslendiN,VTVcanal8,Directed,1102,,0.5,"#000000"
elian220521,VTVcanal8,Directed,1104,,0.5,"#000000"
yoniel58754459,VTVcanal8,Directed,1106,,0.5,"#000000"
ysmaracedeno,VTVcanal8,Directed,1108,,0.5,"#000000"
GordilloWesly,VTVcanal8,Directed,1110,,0.5,"#000000"
lucia5898,VTVcanal8,Directed,1112,,0.5,"#000000"
Javierchiquiti3,VTVcanal8,Directed,1114,,0.5,"#000000"
yilensita2022,VTVcanal8,Directed,1116,,0.5,"#000000"
yilensita2022,pulidojorge,Directed,1117,,0.5,"#000000"
yilensita2022,OswaldoVivenes,Directed,1118,,0.5,"#000000"
yilensita2022,idiomafutve,Directed,1119,,0.5,"#000000"
yilensita2022,SOLOVENEX_,Directed,1120,,0.5,"#000000"
paezyesai,VTVcanal8,Directed,1122,,0.5,"#000000"
Yomismo49v,amarcanopsuv,Directed,1124,,0.5,"#000000"
Ddf892135,VTVcanal8,Directed,1126,,0.5,"#000000"
Abraham198215,VTVcanal8,Directed,1128,,0.5,"#000000"
Virgini7097736,VTVcanal8,Directed,1130,,0.5,"#000000"
rafael268022296,VTVcanal8,Directed,1132,,0.5,"#000000"
fercho01_1,VTVcanal8,Directed,1134,,0.5,"#000000"
fercho01_1,UNoticias,Directed,1135,,0.5,"#000000"
fercho01_1,3TIEMPO,Directed,1136,,0.5,"#000000"
karlaherdez08,VTVcanal8,Directed,1138,,0.5,"#000000"
Argenisrosendo5,VTVcanal8,Directed,1140,,0.5,"#000000"
Dikijojo176761,VTVcanal8,Directed,1142,,0.5,"#000000"
yaslibelhuerta,VTVcanal8,Directed,1144,,0.5,"#000000"
Eliza04083981,VTVcanal8,Directed,1146,,0.5,"#000000"
EduardAp296,VTVcanal8,Directed,1148,,0.5,"#000000"
francis91619737,VTVcanal8,Directed,1150,,0.5,"#000000"
diego03062,VTVcanal8,Directed,1152,,0.5,"#000000"
diego03062,MervinMaldonad0,Directed,1153,,0.5,"#000000"
criisaar,VTVcanal8,Directed,1155,,0.5,"#000000"
mareangor,VTVcanal8,Directed,1157,,0.5,"#000000"
JoseGre97173636,VTVcanal8,Directed,1159,,0.5,"#000000"
Hector16097341,VTVcanal8,Directed,1161,,0.5,"#000000"
YuleimaRodrig15,VTVcanal8,Directed,1163,,0.5,"#000000"
Bethowe80344485,VTVcanal8,Directed,1166,,0.5,"#000000"
Maria1293627719,VTVcanal8,Directed,1168,,0.5,"#000000"
IsabelTeresaSu4,VTVcanal8,Directed,1170,,0.5,"#000000"
IsabelTeresaSu4,GobMonagas_,Directed,1171,,0.5,"#000000"
alexisdorante07,VTVcanal8,Directed,1173,,0.5,"#000000"
alexisdorante07,cor202355,Directed,1174,,0.5,"#000000"
Alex2496181068,VTVcanal8,Directed,1176,,0.5,"#000000"
TheRafael085,VTVcanal8,Directed,1178,,0.5,"#000000"
AleDigital2025,VTVcanal8,Directed,1180,,0.5,"#000000"
Antonio060878,VTVcanal8,Directed,1182,,0.5,"#000000"
bercirivas09191,VTVcanal8,Directed,1184,,0.5,"#000000"
JosephA223,VTVcanal8,Directed,1186,,0.5,"#000000"
joseher24827888,VTVcanal8,Directed,1188,,0.5,"#000000"
9Bulma,VTVcanal8,Directed,1190,,0.5,"#000000"
9Bulma,UNoticias,Directed,1191,,0.5,"#000000"
9Bulma,MeridianoTV,Directed,1192,,0.5,"#000000"
9Bulma,3TIEMPO,Directed,1193,,0.5,"#000000"
Daygar24,VTVcanal8,Directed,1195,,0.5,"#000000"
andrleon10,VTVcanal8,Directed,1197,,0.5,"#000000"
Erikayanina23,VTVcanal8,Directed,1199,,0.5,"#000000"
tuiteropatria02,VTVcanal8,Directed,1201,,0.5,"#000000"
jairspineda,PrimeroEnLNE,Directed,1204,,0.5,"#000000"
jairspineda,jairspineda,Directed,1205,,1,"#000000"
MiguelDigitalTV,VTVcanal8,Directed,1206,,0.5,"#000000"
LuciannysY,VTVcanal8,Directed,1208,,0.5,"#000000"
VicmarVikivjam,VTVcanal8,Directed,1210,,0.5,"#000000"
BaldalloRonald,FutVe_Goleador,Directed,1212,,0.5,"#000000"
BaldalloRonald,SOLOVENEX_,Directed,1213,,0.5,"#000000"
BaldalloRonald,klon_perez,Directed,1214,,0.5,"#000000"
emma918305,VTVcanal8,Directed,1216,,0.5,"#000000"
dash_help1,VTVcanal8,Directed,1218,,0.5,"#000000"
Marialu64646925,VTVcanal8,Directed,1220,,0.5,"#000000"
289rico33,VTVcanal8,Directed,1223,,0.5,"#000000"
AngelicaZurumay,VTVcanal8,Directed,1225,,0.5,"#000000"
ErikaDigitalTV,VTVcanal8,Directed,1227,,0.5,"#000000"
jesusar6113,VTVcanal8,Directed,1229,,0.5,"#000000"
TuiteroPatria12,VTVcanal8,Directed,1231,,0.5,"#000000"
vesmeira,VTVcanal8,Directed,1233,,0.5,"#000000"
Jess84538806,VTVcanal8,Directed,1235,,0.5,"#000000"
cleolver1,VTVcanal8,Directed,1237,,0.5,"#000000"
Fernandaklle,VTVcanal8,Directed,1239,,0.5,"#000000"
carolin12501,VTVcanal8,Directed,1241,,0.5,"#000000"
tey_valery,VTVcanal8,Directed,1243,,0.5,"#000000"
Psuv_ElCallao,amarcanopsuv,Directed,1245,,0.5,"#000000"
YannyGuevara3,VTVcanal8,Directed,1247,,0.5,"#000000"
sandra121348001,VTVcanal8,Directed,1249,,0.5,"#000000"
FannyTV2025,VTVcanal8,Directed,1251,,0.5,"#000000"
KeylaDigital,VTVcanal8,Directed,1253,,0.5,"#000000"
Logan8v,VTVcanal8,Directed,1255,,0.5,"#000000"
yoselin75192314,VTVcanal8,Directed,1257,,0.5,"#000000"
Marianabeli1,VTVcanal8,Directed,1259,,0.5,"#000000"
nio71549157,VTVcanal8,Directed,1261,,0.5,"#000000"
hernand61224145,VTVcanal8,Directed,1263,,0.5,"#000000"
rivasdelvalle12,VTVcanal8,Directed,1265,,0.5,"#000000"
AndroEnrique_59,VTVcanal8,Directed,1267,,0.5,"#000000"
rodrigogonzalit,VTVcanal8,Directed,1269,,0.5,"#000000"
kimberl32507908,VTVcanal8,Directed,1271,,0.5,"#000000"
stellaguerra03,VTVcanal8,Directed,1273,,0.5,"#000000"
JosGuil22109165,VTVcanal8,Directed,1275,,0.5,"#000000"
Yorbelis2019,VTVcanal8,Directed,1277,,0.5,"#000000"
YulyGar46920183,VTVcanal8,Directed,1279,,0.5,"#000000"
oliguz17,VTVcanal8,Directed,1281,,0.5,"#000000"
ELafrim,VTVcanal8,Directed,1283,,0.5,"#000000"
lamojinata89,VTVcanal8,Directed,1285,,0.5,"#000000"
BlancaDig,VTVcanal8,Directed,1287,,0.5,"#000000"
kissbeth_r,VTVcanal8,Directed,1289,,0.5,"#000000"
2Chilindrina,VTVcanal8,Directed,1291,,0.5,"#000000"
2Chilindrina,UNoticias,Directed,1292,,0.5,"#000000"
2Chilindrina,MeridianoTV,Directed,1293,,0.5,"#000000"
2Chilindrina,3TIEMPO,Directed,1294,,0.5,"#000000"
argenis_avila,VTVcanal8,Directed,1296,,0.5,"#000000"
argenis_avila,laverdadweb,Directed,1297,,0.5,"#000000"
Elenaso85651289,VTVcanal8,Directed,1299,,0.5,"#000000"
Francis88566791,VTVcanal8,Directed,1301,,0.5,"#000000"
antonia94331553,VTVcanal8,Directed,1303,,0.5,"#000000"
solfrancisBerm1,VTVcanal8,Directed,1305,,0.5,"#000000"
veQRSocial,VTVcanal8,Directed,1307,,0.5,"#000000"
hereda_jose39,VTVcanal8,Directed,1309,,0.5,"#000000"
