Id,Label,d8,d7,d6,d5,d4,d3,d2,d1,d0,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks,Authority,Hub,Comunidades,X,Y,Size,Color
Jonathan_osaru,Jonathan_osaru,16116,0,0,0,1,32956,3,306,199,0,2,2,247,10,0.174705,0.190914,0,0,0.000044,0,0,klon_perez,0.809931,0.692446,0.002081,"#36ae00"
Mariaeu13,Mariaeu13,1067349,0,0,0,0,573314,90,728,1794,0,1,1,302,1,1,1,0,0,0.000044,0,0.000003,amarcanopsuv,0.652599,0.217596,0.001041,"#d94968"
ivandsound,ivandsound,46016,1,0,0,1,212696,4,760,817,1,3,4,65,8,0.2816,0.327158,3461.038278,0.034393,0.000279,0.000067,0.00645,Naranjazos10,0.33692,0.682215,0.004162,"#ad7d00"
DelgadoYimy,DelgadoYimy,7513,0,0,0,0,139744,0,85,106,0,7,7,265,7,0.296823,0.340765,0,0,0.000044,0,0.004871,265,0.351339,0.679749,0.007284,"#c0c0c0"
JAIMECAGUA,JAIMECAGUA,5270,0,0,0,1,8114,0,537,78,0,4,4,124,9,0.227913,0.255232,0,0,0.000044,0,0.000539,124,0.156573,0.741916,0.004162,"#c0c0c0"
libertad187,libertad187,62565,0,0,0,0,119884,3,2206,336,0,2,2,124,2,0.666667,0.75,0,0,0.000044,0,0.000409,124,0.125659,0.703074,0.002081,"#c0c0c0"
MarcanoMiriam,MarcanoMiriam,22114,0,0,0,0,45768,0,377,104,0,2,2,302,1,1,1,0,0,0.000044,0,0.002635,amarcanopsuv,0.686673,0.258739,0.002081,"#d94968"
TioCosa_,TioCosa_,45545,0,0,0,0,1404,6,416,825,0,1,1,5,8,0.271121,0.309564,0,0,0.000044,0,0.002317,pulidojorge,0.349214,0.842969,0.001041,"#da5ed6"
ManoloDavilatv,ManoloDavilatv,2788,27,7,110,369,420,19,4484,14576,155,1,156,266,8,0.270769,0.309023,43384.96549,0.186162,0.004657,0.039316,0.002317,ManoloDavilatv,0.53038,0.836018,0.162331,"#437292"
Carlosj84534236,Carlosj84534236,31507,0,0,0,0,30745,0,150,105,0,3,3,120,2,0.714286,0.8,0,0,0.000044,0,0.000144,MervinMaldonad0,0.412287,0.168649,0.003122,"#00a176"
sandregomez,sandregomez,3622,0,0,0,0,3489,3,483,2018,0,1,1,94,1,1,1,0,0,0.000044,0,0.000118,94,0.544333,0.251612,0.001041,"#c0c0c0"
FALENOPCIA,FALENOPCIA,117586,0,0,0,0,56778,0,5000,2277,0,3,3,304,2,0.8,0.875,0,0,0.000044,0,0.002736,304,0.739206,0.261256,0.003122,"#c0c0c0"
suendlc,suendlc,966,2,0,0,3,592,0,138,7,4,4,8,5,8,0.278869,0.321107,1137.740476,0.003672,0.00012,0.000091,0.002449,pulidojorge,0.19823,0.773517,0.008325,"#da5ed6"
edgarddeportes,edgarddeportes,28869,0,0,4,14,25353,4,835,862,16,2,18,124,2,0.75,0.833333,2380.24127,0.018977,0.000377,0.007352,0.000173,124,0.093621,0.651708,0.01873,"#c0c0c0"
FutVinotinto,FutVinotinto,6259,0,0,0,2,317,28,1187,3384,0,0,0,72,0,0,0,0,0,0.000044,0,0,72,0.54598,0.99001,0,"#c0c0c0"
luthorthebest,luthorthebest,54071,0,0,0,0,78849,1412,4979,1733,0,2,2,94,1,1,1,0,0,0.000044,0,0.000353,94,0.333784,0.290248,0.002081,"#c0c0c0"
JPereira84,JPereira84,1987,1,0,0,3,1519,0,508,47,0,1,1,124,2,0.666667,0.75,0,0,0.000044,0,0.000173,124,0.133662,0.721137,0.001041,"#c0c0c0"
DMazzeySports,DMazzeySports,217,0,0,0,2,267,0,51,28,0,1,1,124,2,0.666667,0.75,0,0,0.000044,0,0.000173,124,0.137366,0.727479,0.001041,"#c0c0c0"
edgarch74,edgarch74,10885,1,0,0,0,4931,2,3147,1862,2,11,13,152,8,0.287938,0.336512,281.38569,0.002195,0.000059,0.001614,0.032703,152,0.286917,0.785923,0.013528,"#c0c0c0"
JavierG23807450,JavierG23807450,12209,0,0,0,0,18008,1,556,81,0,3,3,5,8,0.273287,0.315003,0,0,0.000044,0,0.005519,pulidojorge,0.605413,0.761922,0.003122,"#da5ed6"
Narkis1911,Narkis1911,75,0,0,0,0,690,0,231,27,0,1,1,282,1,1,1,0,0,0.000044,0,0.000608,282,0.498668,0.319935,0.001041,"#c0c0c0"
wacotz,wacotz,121371,0,0,0,0,17197,21,1011,1572,0,3,3,65,8,0.284219,0.325995,0,0,0.000044,0,0.002374,Naranjazos10,0.437194,0.722577,0.003122,"#ad7d00"
JAANCECA,JAANCECA,5169,0,0,0,3,16725,3,1272,368,0,1,1,124,9,0.205591,0.22048,0,0,0.000044,0,0.001033,124,0.188267,0.640628,0.001041,"#c0c0c0"
DonGochoK,DonGochoK,40443,2,0,7,24,44559,7,14711,13549,50,8,58,266,8,0.297297,0.350216,84023.886463,0.135666,0.003299,0.005702,0.037062,ManoloDavilatv,0.788358,0.739023,0.060354,"#437292"
JZambranoR,JZambranoR,1449,1,0,0,0,3610,0,996,168,3,1,4,152,0,0,0,0,0.00537,0.000067,0.001433,0,152,0.13881,0.646502,0.004162,"#c0c0c0"
manuelBmacedo,manuelBmacedo,7007,1,0,0,0,6430,0,719,173,1,2,3,180,9,0.221805,0.242812,354,0.000896,0.000081,0,0.000002,180,0.228998,0.858822,0.003122,"#c0c0c0"
luisda60,luisda60,63584,0,0,0,0,307,79,2143,16341,0,2,2,65,1,1,1,0,0,0.000044,0,0.00066,Naranjazos10,0.503839,0.359577,0.002081,"#ad7d00"
JoseU_18,JoseU_18,26738,0,0,0,0,4734,6,643,676,3,2,5,180,8,0.283414,0.323843,6437.653159,0.005434,0.0002,0.00006,0.002322,180,0.263779,0.83423,0.005203,"#c0c0c0"
Alexiz74,Alexiz74,106363,0,0,0,0,2257,21,900,2749,0,1,1,5,8,0.271121,0.309564,0,0,0.000044,0,0.002317,pulidojorge,0.349833,0.826059,0.001041,"#da5ed6"
AndersonDMG_,AndersonDMG_,208533,0,0,0,0,48919,28,356,1626,0,1,1,5,8,0.271121,0.309564,0,0,0.000044,0,0.002317,pulidojorge,0.333285,0.840636,0.001041,"#da5ed6"
gedc21,gedc21,14586,0,0,0,0,28990,1,944,373,0,3,3,5,8,0.272239,0.313454,0,0,0.000044,0,0.002323,pulidojorge,0.452001,0.882014,0.003122,"#da5ed6"
cristianj74,cristianj74,34160,0,0,0,0,846,2,507,341,0,1,1,5,8,0.271121,0.309564,0,0,0.000044,0,0.002317,pulidojorge,0.409884,0.85002,0.001041,"#da5ed6"
YorlaneMoran,YorlaneMoran,22950,0,0,0,0,23168,0,356,71,0,3,3,120,2,0.714286,0.8,0,0,0.000044,0,0.000135,MervinMaldonad0,0.312734,0.211946,0.003122,"#00a176"
capitangarrido,capitangarrido,82599,0,0,0,0,658,23,790,1299,0,2,2,282,1,1,1,0,0,0.000044,0,0.000609,282,0.530797,0.28886,0.002081,"#c0c0c0"
leogip,leogip,7661,0,0,0,0,7660,1,642,150,0,1,1,200,10,0.17355,0.186192,0,0,0.000044,0,0.00014,200,0.212733,0.701665,0.001041,"#c0c0c0"
eulises56770711,eulises56770711,38096,0,0,0,0,271,0,30,25,0,2,2,302,2,0.666667,0.75,0,0,0.000044,0,0.000018,amarcanopsuv,0.49292,0.190111,0.002081,"#d94968"
Dr_Armando,Dr_Armando,12079,0,0,0,0,199,2,1950,503,1,3,4,304,9,0.211758,0.239988,353,0.000896,0.000081,0,0.031761,304,0.419037,0.334916,0.004162,"#c0c0c0"
igarcia100,igarcia100,4408,2,1,9,28,1236,32,3727,3171,77,0,77,282,0,0,0,0,0.105583,0.003039,0.018917,0,282,0.482927,0.335946,0.080125,"#c0c0c0"
sportandshowb,sportandshowb,78,0,0,2,2,23,0,120,27,3,1,4,122,0,0,0,0,0.002964,0.000119,0,0,122,0.571425,0.985855,0.004162,"#c0c0c0"
Leudismar10,Leudismar10,9751,0,0,0,0,46,0,15,20,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.314501,0.171147,0.001041,"#00a176"
D_Elchino28,D_Elchino28,163,0,0,0,0,155,0,28,2,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.336796,0.113026,0.001041,"#00a176"
Yenia522141152,Yenia522141152,31512,0,0,0,0,5953,0,51,113,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.336536,0.187312,0.001041,"#00a176"
CarlitosJMendez,CarlitosJMendez,24708,0,0,0,0,3863,18,2178,1039,0,1,1,94,1,1,1,0,0,0.000044,0,0.000118,94,0.546096,0.244116,0.001041,"#c0c0c0"
Gorriteandounpo,Gorriteandounpo,10204,0,0,3,11,10787,6,143,691,7,0,7,97,0,0,0,0,0.006274,0.000281,0,0,97,0.245712,0.131928,0.007284,"#c0c0c0"
EnocMarin2,EnocMarin2,76581,0,0,0,0,57,0,99,162,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.323304,0.141308,0.001041,"#00a176"
csosa1983,csosa1983,4921,0,0,0,0,2300,0,470,240,0,1,1,94,2,0.666667,0.75,0,0,0.000044,0,0.000367,94,0.207767,0.313414,0.001041,"#c0c0c0"
blinki29,blinki29,5720,0,0,0,0,11251,0,669,194,0,3,3,152,9,0.239484,0.269212,0,0,0.000044,0,0.004566,152,0.245655,0.581605,0.003122,"#c0c0c0"
Caballero25_22,Caballero25_22,37908,0,0,0,0,36225,1,579,103,0,7,7,30,8,0.283534,0.323432,0,0,0.000044,0,0.039269,avilchezve,0.294441,0.619554,0.014915,"#57782f"
MARCOSO13,MARCOSO13,7620,1,0,0,0,1252,4,2144,2197,0,1,1,5,9,0.214199,0.233545,0,0,0.000044,0,0.000198,pulidojorge,0.425288,0.899284,0.001041,"#da5ed6"
VENEZUELAREDHOY,VENEZUELAREDHOY,7892,0,0,0,0,4150,3,426,1043,0,2,2,94,2,0.666667,0.75,0,0,0.000044,0,0.000123,94,0.478392,0.198725,0.002081,"#c0c0c0"
jacksonazael,jacksonazael,5590,0,0,0,1,5919,1,658,195,0,1,1,5,1,1,1,0,0,0.000044,0,0.000003,pulidojorge,0.488644,0.904301,0.001041,"#da5ed6"
Alc_SanCarlos,Alc_SanCarlos,7012,0,0,0,1,3987,6,275,2455,1,1,2,73,0,0,0,0,0.000988,0.000044,0,0,73,0.013824,0.389649,0.002081,"#c0c0c0"
elitalovenezo,elitalovenezo,378,0,0,0,0,244,0,326,28,0,1,1,247,9,0.210495,0.235294,0,0,0.000044,0,0.03126,klon_perez,0.746589,0.611489,0.001041,"#36ae00"
ericskyclear,ericskyclear,9585,0,0,0,2,904,0,699,398,0,1,1,5,8,0.271121,0.309564,0,0,0.000044,0,0.002317,pulidojorge,0.342665,0.767528,0.001041,"#da5ed6"
manuramirez95,manuramirez95,52321,0,0,0,0,15503,24,1293,3884,0,1,1,5,9,0.213768,0.232602,0,0,0.000044,0,0.000002,pulidojorge,0.357989,0.890553,0.001041,"#da5ed6"
Ana40145618,Ana40145618,42356,0,0,0,0,10,0,13,84,0,1,1,302,1,1,1,0,0,0.000044,0,0.000003,amarcanopsuv,0.643348,0.199126,0.001041,"#d94968"
mujika27,mujika27,835,0,0,0,0,1712,22,1547,4679,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.027414,0.599405,0.001041,"#c0c0c0"
Hollywrath,Hollywrath,7264,0,0,0,0,49928,1,151,124,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.021575,0.596959,0.001041,"#c0c0c0"
chambista6,chambista6,6802,0,0,0,0,1,0,71,12,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.36394,0.131276,0.001041,"#00a176"
huririzar07,huririzar07,3,0,0,0,0,245,0,141,21,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.028872,0.565808,0.001041,"#c0c0c0"
Kike_Deportes,Kike_Deportes,891,2,0,1,0,450,1,2883,211,2,1,3,5,8,0.271121,0.309564,353,0.001793,0.0001,0.000075,0.002317,pulidojorge,0.364524,0.866359,0.003122,"#da5ed6"
OnlyAthletic_,OnlyAthletic_,1374,0,0,0,0,8038,2,409,219,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.010305,0.561552,0.001041,"#c0c0c0"
chambista_5,chambista_5,7781,0,0,0,0,1,0,70,13,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.302927,0.134243,0.001041,"#00a176"
Zurigorri_leon,Zurigorri_leon,6246,0,0,0,0,7614,3,376,72,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.033367,0.576679,0.001041,"#c0c0c0"
enconexion5,enconexion5,1716,0,0,0,0,701,0,94,26,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.309186,0.150936,0.001041,"#00a176"
LeonVogard28507,LeonVogard28507,526,0,0,0,0,377,0,83,7,0,0,0,74,0,0,0,0,0,0.000044,0,0,74,0.977329,0.33329,0,"#c0c0c0"
prezjhon,prezjhon,245230,0,0,0,0,7646,24,6367,5826,0,2,2,120,2,0.666667,0.75,0,0,0.000044,0,0.000134,MervinMaldonad0,0.340601,0.200357,0.002081,"#00a176"
Marcontonio7,Marcontonio7,8699,1,0,0,0,4994,0,663,226,0,1,1,5,8,0.271121,0.309564,0,0,0.000044,0,0.002317,pulidojorge,0.35484,0.832477,0.001041,"#da5ed6"
Guiller36840551,Guiller36840551,1023,0,0,1,1,7082,0,63,17,0,2,2,247,9,0.210965,0.237454,0,0,0.000044,0,0.031292,klon_perez,0.72424,0.714326,0.002081,"#36ae00"
kidJassen,kidJassen,4534,0,0,0,0,21530,1,235,59,0,1,1,268,9,0.203576,0.219548,0,0,0.000044,0,0.000888,SOLOVENEX_,0.126435,0.463272,0.001041,"#00b2e6"
mr_sambo80,mr_sambo80,23357,0,0,0,0,6565,24,1938,2184,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.017906,0.603061,0.001041,"#c0c0c0"
reinaldocabell5,reinaldocabell5,172,0,0,0,0,25,0,58,5,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.342528,0.117605,0.001041,"#00a176"
Alcides91527990,Alcides91527990,446,0,0,0,0,183,0,285,95,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.339623,0.126757,0.001041,"#00a176"
anthourba,anthourba,14685,0,0,0,0,3895,2,824,619,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.306311,0.176678,0.001041,"#00a176"
alejandrovg32,alejandrovg32,53280,0,0,0,0,24434,63,3012,5079,0,0,0,75,0,0,0,0,0,0.000044,0,0,75,0.205538,0.879772,0,"#c0c0c0"
eduar040880,eduar040880,56848,0,0,0,0,23949,0,828,313,0,3,3,268,9,0.227889,0.258726,0,0,0.000044,0,0.03294,SOLOVENEX_,0.413285,0.443262,0.003122,"#00b2e6"
cgmagaly347,cgmagaly347,5640,0,0,0,0,3302,0,279,41,0,1,1,302,1,1,1,0,0,0.000044,0,0.000003,amarcanopsuv,0.63849,0.206041,0.001041,"#d94968"
JonPerotti,JonPerotti,29212,0,0,0,0,4413,16,906,265,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.037924,0.580349,0.001041,"#c0c0c0"
Giobatista19,Giobatista19,14559,0,0,0,0,20859,18,796,1750,0,1,1,97,1,1,1,0,0,0.000044,0,0,97,0.241061,0.117282,0.001041,"#c0c0c0"
noskisky,noskisky,8308,0,0,0,0,1392,11,224,1857,0,1,1,97,1,1,1,0,0,0.000044,0,0,97,0.232034,0.129307,0.001041,"#c0c0c0"
Urayerdi,Urayerdi,7374,0,0,0,0,9073,4,318,156,0,1,1,97,1,1,1,0,0,0.000044,0,0,97,0.253685,0.126092,0.001041,"#c0c0c0"
SportsVZLA2,SportsVZLA2,60961,0,1,3,18,1746,37,4536,11247,12,0,12,94,0,0,0,0,0.010843,0.000336,0.00368,0,94,0.532563,0.262435,0.012487,"#c0c0c0"
zeusra85,zeusra85,63699,0,0,0,0,24963,0,171,92,0,2,2,120,2,0.666667,0.75,0,0,0.000044,0,0.000134,MervinMaldonad0,0.37645,0.169456,0.002081,"#00a176"
blasco_inigo,blasco_inigo,245,0,0,0,0,335,0,56,38,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.02169,0.568215,0.001041,"#c0c0c0"
javidalber,javidalber,18969,0,0,1,1,46060,1,868,159,1,2,3,266,9,0.215413,0.236924,5,0.000896,0.000047,0.000041,0.001265,ManoloDavilatv,0.414714,0.893179,0.003122,"#437292"
osvir10,osvir10,84537,0,0,0,0,117153,19,1125,339,0,3,3,268,9,0.240791,0.271478,0,0,0.000044,0,0.006737,SOLOVENEX_,0.24802,0.497429,0.003122,"#00b2e6"
marvijose3,marvijose3,24048,0,0,0,0,80,0,8,50,0,2,2,302,10,0.191558,0.209957,0,0,0.000044,0,0.001049,amarcanopsuv,0.269615,0.288806,0.002081,"#d94968"
goazenathleticc,goazenathleticc,3575,0,0,0,0,3891,0,162,115,0,0,0,76,0,0,0,0,0,0.000044,0,0,76,0.545597,0.994263,0,"#c0c0c0"
Josu_GG,Josu_GG,35190,0,0,0,0,531,6,295,718,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.027333,0.582138,0.001041,"#c0c0c0"
JoserrosasPsuv,JoserrosasPsuv,1611,0,0,0,0,1444,0,297,202,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.342632,0.122819,0.001041,"#00a176"
koldocarballeda,koldocarballeda,14667,0,0,0,0,47706,2,292,211,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.023946,0.5885,0.001041,"#c0c0c0"
Miguel02877386,Miguel02877386,20494,0,0,0,0,20977,0,442,84,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.004278,0.566055,0.001041,"#c0c0c0"
piz_Zurigorri,piz_Zurigorri,24665,0,0,0,0,24649,36,959,1889,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.032786,0.592055,0.001041,"#c0c0c0"
Agurtzane94,Agurtzane94,25498,0,0,0,0,98710,1,529,291,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.025577,0.574219,0.001041,"#c0c0c0"
ConchiFrail,ConchiFrail,410,0,0,0,0,546,0,217,137,0,1,1,97,1,1,1,0,0,0.000044,0,0,97,0.236207,0.124567,0.001041,"#c0c0c0"
canteradelezama,canteradelezama,34806,0,0,0,0,11335,133,1174,17773,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.019963,0.563839,0.001041,"#c0c0c0"
CondeAnsurezval,CondeAnsurezval,305150,0,0,0,0,271056,3,2736,448,0,3,3,276,1,1,1,0,0,0.000044,0,0,276,0.036242,0.601651,0.003122,"#c0c0c0"
LafuenteJulito,LafuenteJulito,17387,0,0,0,0,42527,0,6,46,0,1,1,276,1,1,1,0,0,0.000044,0,0,276,0.035196,0.586412,0.001041,"#c0c0c0"
AthleticClub,AthleticClub,126850,1,1,20,138,1072,4125,126,995023,17,0,17,276,0,0,0,0,0.015237,0.000656,0,0,276,0.0128,0.58063,0.01769,"#c0c0c0"
PedroPabloVsqu1,PedroPabloVsqu1,615,0,0,0,0,713,0,744,49,0,1,1,152,10,0.191121,0.207718,0,0,0.000044,0,0.001048,152,0.214395,0.372329,0.001041,"#c0c0c0"
masaragua1,masaragua1,35377,0,0,0,0,10364,1,1388,614,0,3,3,137,9,0.242946,0.274453,0,0,0.000044,0,0.005053,137,0.183385,0.613784,0.003122,"#c0c0c0"
oscarkunfupanda,oscarkunfupanda,47207,0,0,0,0,25955,1,554,279,0,1,1,94,1,1,1,0,0,0.000044,0,0.000118,94,0.555282,0.246396,0.001041,"#c0c0c0"
VCammarano,VCammarano,100459,0,0,0,0,88591,2,1560,883,0,4,4,94,9,0.257455,0.296061,0,0,0.000044,0,0.035968,94,0.503857,0.38472,0.004162,"#c0c0c0"
chambista2,chambista2,11820,0,0,0,0,8,0,80,25,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.313093,0.186769,0.001041,"#00a176"
Carol09339361,Carol09339361,97169,0,0,0,0,1748,0,495,430,0,2,2,120,2,0.666667,0.75,0,0,0.000044,0,0.000134,MervinMaldonad0,0.387879,0.172715,0.002081,"#00a176"
chambista1,chambista1,13364,0,0,0,0,6,0,88,31,0,2,2,120,3,0.545455,0.638889,0,0,0.000044,0,0.000005,MervinMaldonad0,0.503564,0.413016,0.002081,"#00a176"
YusdelysCamero,YusdelysCamero,65416,0,0,0,0,68,0,54,67,0,2,2,120,2,0.666667,0.75,0,0,0.000044,0,0.000134,MervinMaldonad0,0.35064,0.195116,0.002081,"#00a176"
cehs_3009,cehs_3009,20330,0,0,0,0,10,0,181,84,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.351497,0.129018,0.001041,"#00a176"
YsbelR1004,YsbelR1004,1764,0,0,0,0,1190,0,38,4,0,2,2,304,2,0.666667,0.75,0,0,0.000044,0,0.000469,304,0.325272,0.252425,0.002081,"#c0c0c0"
yubiseth1,yubiseth1,87829,0,0,0,0,16,0,381,402,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.325575,0.114778,0.001041,"#00a176"
barbarafina34,barbarafina34,8,0,0,0,0,23,0,38,2,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.314712,0.120347,0.001041,"#00a176"
alejandroizarra,alejandroizarra,30342,0,0,0,1,12253,1,458,192,0,2,2,77,1,1,1,0,0,0.000044,0,0,77,0.793254,0.167122,0.002081,"#c0c0c0"
perezmla500,perezmla500,4068,0,0,0,0,5413,1,245,110,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.308421,0.131837,0.001041,"#00a176"
britoxle,britoxle,22989,0,0,0,0,10707,1,735,324,0,1,1,268,9,0.203576,0.219548,0,0,0.000044,0,0.000888,SOLOVENEX_,0.12461,0.434151,0.001041,"#00b2e6"
pdserrano,pdserrano,31291,1,0,0,1,550,16,496,690,2,2,4,5,2,0.666667,0.75,8,0.001793,0.000075,0.000075,0,pulidojorge,0.173991,0.805784,0.004162,"#da5ed6"
osmanscandela3,osmanscandela3,21542,0,0,0,0,3008,0,269,105,0,1,1,82,1,1,1,0,0,0.000044,0,0,82,0.682857,0.0848,0.001041,"#c0c0c0"
yolmer2,yolmer2,1305,0,0,0,0,959,3,560,123,0,1,1,304,10,0.18877,0.20238,0,0,0.000044,0,0.000164,304,0.364603,0.365871,0.001041,"#c0c0c0"
lasolucionfacl,lasolucionfacl,80671,0,0,0,0,58310,2,4350,2016,0,1,1,94,2,0.666667,0.75,0,0,0.000044,0,0.000367,94,0.227561,0.317356,0.001041,"#c0c0c0"
Alejand40052658,Alejand40052658,9962,0,0,0,0,10094,0,42,32,0,2,2,120,2,0.666667,0.75,0,0,0.000044,0,0.000014,MervinMaldonad0,0.44321,0.176007,0.002081,"#00a176"
gabriel_cfc,gabriel_cfc,53804,0,0,0,0,56384,3,287,298,5,11,16,78,8,0.277384,0.325027,12711.140296,0.007546,0.000391,0.0017,0.039342,78,0.247347,0.517051,0.016649,"#c0c0c0"
Desiree70213476,Desiree70213476,38624,0,0,0,0,31084,1,357,377,0,2,2,120,2,0.666667,0.75,0,0,0.000044,0,0.000005,MervinMaldonad0,0.281566,0.178803,0.002081,"#00a176"
Asiriio,Asiriio,3786,0,0,0,0,11401,1,116,116,0,0,0,79,0,0,0,0,0,0.000044,0,0,79,0.057872,0.288389,0,"#c0c0c0"
juristapiloto13,juristapiloto13,156,0,0,0,0,82,1,180,2,0,1,1,152,9,0.219664,0.240974,0,0,0.000044,0,0.000043,152,0.184472,0.812064,0.001041,"#c0c0c0"
polimonagas2,polimonagas2,2428,0,0,0,0,981,0,375,514,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.305551,0.140757,0.001041,"#00a176"
DouglasJBolivar,DouglasJBolivar,127,0,0,0,0,147,0,24,4,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.293964,0.153081,0.001041,"#00a176"
Anaconda625,Anaconda625,50088,0,0,0,0,5823,0,412,570,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.321071,0.162635,0.001041,"#00a176"
GuerreroOribel,GuerreroOribel,999,0,0,0,0,4218,0,275,77,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.303751,0.162498,0.001041,"#00a176"
yatci75,yatci75,13709,0,0,0,0,13743,0,271,120,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.305251,0.155584,0.001041,"#00a176"
Emerson_Verdi,Emerson_Verdi,42952,0,0,0,4,62004,16,3914,4735,0,1,1,152,10,0.162374,0.172938,0,0,0.000044,0,0.000304,152,0.101814,0.481767,0.001041,"#c0c0c0"
JohnnyDiaz132,JohnnyDiaz132,4989,0,0,0,0,42914,9,2820,1755,12,5,17,200,9,0.209399,0.23228,8570.403211,0.018621,0.000566,0.004371,0.001082,200,0.223327,0.704554,0.01769,"#c0c0c0"
fondeem_monagas,fondeem_monagas,198,0,0,0,0,46,0,87,7,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.356866,0.134992,0.001041,"#00a176"
cuervogonzalezs,cuervogonzalezs,10573,0,0,0,1,7280,2,373,117,0,2,2,152,9,0.204756,0.224505,0,0,0.000044,0,0.001644,152,0.144706,0.508795,0.002081,"#c0c0c0"
DinaCamargoOro1,DinaCamargoOro1,167,0,0,0,0,622,0,233,53,0,1,1,266,9,0.213551,0.232317,0,0,0.000044,0,0.001264,ManoloDavilatv,0.517511,0.879331,0.001041,"#437292"
Maria35316266,Maria35316266,25656,0,0,0,0,47,0,11,33,0,1,1,120,2,0.666667,0.75,0,0,0.000044,0,0,MervinMaldonad0,0.23323,0.231638,0.001041,"#00a176"
VicenteBencomo1,VicenteBencomo1,34348,0,0,0,0,36238,0,369,103,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.321233,0.148931,0.001041,"#00a176"
nmva1962,nmva1962,81339,0,0,0,0,296,0,108,210,0,1,1,120,2,0.666667,0.75,0,0,0.000044,0,0,MervinMaldonad0,0.235526,0.209858,0.001041,"#00a176"
Deport3sNews,Deport3sNews,1043,0,0,0,0,90,0,92,4,0,1,1,65,9,0.237072,0.263216,0,0,0.000044,0,0.004126,Naranjazos10,0.366621,0.586539,0.001041,"#ad7d00"
magdeli70576072,magdeli70576072,42870,0,0,0,0,2,0,9,40,0,1,1,120,2,0.666667,0.75,0,0,0.000044,0,0,MervinMaldonad0,0.241878,0.204057,0.001041,"#00a176"
nestorf70077538,nestorf70077538,186,0,0,0,0,3,0,38,12,0,1,1,120,2,0.6,0.666667,0,0,0.000044,0,0.000005,MervinMaldonad0,0.31182,0.179742,0.001041,"#00a176"
PolarAewVzla,PolarAewVzla,7813,0,0,0,0,5026,0,222,89,2,10,12,124,8,0.28481,0.326911,534.119048,0.001888,0.000108,0.001007,0.036967,124,0.484083,0.782143,0.012487,"#c0c0c0"
RakerTru,RakerTru,1105,1,0,0,1,1016,1,698,168,1,1,2,124,1,1,1,3,0.001075,0.000053,0.001188,0,124,0.478726,0.94835,0.002081,"#c0c0c0"
