_id,message_clean,followers,followings,listed_count,favourites_count,likes_count,retweet_count,quote_count,comments_count,reactions_count,count_user,statuses_count,Degree,pageranks_desnormalizado,indice_influencia
646d2f52bde86ad34213173b,jorge gimenez presidente fvf confirmo partido fecha fifa 2 eliminatorias mundialista venezuela paraguay jugara monumental maturin 12 septiembre,7,55,0,594,0,0,0,0,0,4,988,2.0,0.0044,0.0044
646d2f52bde86ad34213173c,escuchado solo cosas buenas gran profesional daniel brizuela ojala fernando batista traigan nuevo den importancia merece scoutinges necesitamos,196,404,5,52429,1,0,0,0,1,27,24981,22.0,0.04970000000000001,0.5467000000000001
646d2f52bde86ad34213173d,mas alla tener contrato bolivia fvf deberia contactarlo traerlo vuelta daniel brizuela mejores ojeadores continente descubierto grandes talentos hoy brillan europa nota compromiso,774,3041,3,26401,0,0,0,0,0,8,49871,9.0,0.046099999999999995,0.20744999999999997
646d2f52bde86ad34213173e,jorge gimenez presidente fvf confirmo partido fecha fifa 2 eliminatorias mundialista venezuela paraguay jugara monumental maturin 12 septiembre,7,55,0,594,1,1,0,0,2,4,988,2.0,0.0044,0.1294
646d2f52bde86ad34213173f,campeones accion partir hoy lunes 1130 1230 campeona 965 fm,3953,1899,17,226,0,0,0,0,0,4,24561,2.0,0.0119,0.0119
646d2f52bde86ad342131740,,84,166,0,12521,0,0,0,0,0,3,1707,3.0,0.0044,0.0066
646d2f52bde86ad342131741,favor ayudeme difundir informacion condiciones jugamos menores 7anos mas pequenos momentos ninos salen enfermos,1235,3142,5,29167,0,0,0,0,0,6,36451,7.0,0.0044,0.0154
646d2f52bde86ad342131742,presidente fvf anuncio estadio maturin sera sede primer juego local vinotinto,447463,494,1807,230,1,0,0,0,1,31,3089668,6.0,0.0225,0.0675
646d2f52bde86ad342131743,presidente federacion venezolana futbol fvf jorge gimenez anuncio estadio monumental maturin sera sede primer juego vinotinto eliminatorias rumbo mundial 2026,120395,1890,1195,812,0,0,0,0,0,18,808638,2.0,0.0119,0.0119
646d2f52bde86ad342131744,fvf comprende tan futbol andes vez metieron tarima principal pepsi poner musica opcar gente salia bonito lados aqui nadie queria,199,306,3,32956,0,0,0,0,0,2,16116,2.0,0.0044,0.0044
